Filings Report,,,,,,,,,,
"Generated on Monday, 19 October 2020 at 18:53 PDT",,,,,,,,,,
,,,,,,,,,,
CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
849145,Secondary,Heritage Global Inc.,"San Diego, CA",HGBL,Nasdaq NM,2020-09-03,-,-,$150.0 mil.,Shelf Registration (mixed)
1537917,Secondary,"Tyme Technologies, Inc.","New York, NY",TYME,Nasdaq NM,2020-09-03,-,-,$22.2 mil.,Jefferies
1420520,Secondary,Atomera Inc,"Los Gatos, CA",ATOM,Nasdaq NM,2020-09-02,-,-,$25.0 mil.,Craig-Hallum Capital Group
1574565,Secondary,Evogene Ltd.,"Rehovot, ISRAEL",EVGN,NYSE,2020-09-02,-,-,N/A,Shelf Registration
810509,Secondary,"Navidea Biopharmaceuticals, Inc.","Dublin, OH",NAVB,NYSE,2020-09-02,-,-,$25.0 mil.,Shelf Registration
1488039,Secondary,"Atossa therapeutics, Inc.","Seattle, WA",ATOS,Nasdaq NM,2020-09-02,-,-,$100.0 mil.,Shelf Registration (mixed)
1587221,Secondary,Zosano Pharma Corp,"Fremont, CA",ZSAN,Nasdaq NM,2020-09-01,-,-,N/A,BTIG
1134115,Secondary,International Tower Hill Mines Ltd.,"Vancouver, BC, ",THM,NYSE/Amex,2020-09-01,-,-,$10.3 mil.,B. Riley FBR
1641640,Secondary,Nabriva Therapeutics plc,"Dublin, IRELAND",NBRV,Nasdaq NM,2020-09-01,-,-,$150.0 mil.,Shelf Registration (mixed)
1527613,Secondary,"NuZee, Inc.","Plano, TX",NUZE,Nasdaq NM,2020-09-01,-,-,$100.0 mil.,Shelf Registration (mixed)
1318605,Secondary,"Tesla, Inc.","Palo Alto, CA",TSLA,Nasdaq NM,2020-09-01,-,-,"$5,000.0 mil.","Goldman Sachs & Co., BofA Securities, Barclays, Citigroup, Deutsche Bank Securities, Morgan Stanley, Credit Suisse, Societe Generale, Wells Fargo Securities, BNP PARIBAS"
1410098,Secondary,CorMedix Inc.,"Bridgewater, NJ",CRMD,NYSE,2020-08-31,-,-,$9.40 mil.,B. Riley FBR
1487198,Secondary,"Aspen Group, Inc.","Denv, CO",ASPU,Nasdaq NM,2020-08-31,-,-,$12.3 mil.,Canaccord Genuity
1286613,Secondary,Lincoln Educational Services Corp.,"West Orange, NJ",LINC,Nasdaq NM,2020-08-31,-,-,$75.0 mil.,Shelf Registration (mixed)
875622,Secondary,BioSpecifics Technologies Corp.,"Wilmington, NC",BSTC,Nasdaq NM,2020-08-31,-,-,$75.0 mil.,"Stifel, Oppenheimer & Co. Inc."
1697851,Secondary,"Rekor Systems, Inc.","Columbia, MD",REKR,Nasdaq NM,2020-08-28,-,-,$40.0 mil.,B. Riley FBR
812796,Secondary,"Soligenix, Inc.","Princeton, NJ",SNGX,Nasdaq NM,2020-08-28,-,-,$20.0 mil.,B. Riley FBR
1530766,Secondary,"BioSig Technologies, Inc.","Los Angeles, CA",BSGM,Nasdaq NM,2020-08-28,-,-,$45.0 mil.,Jefferies
1236997,Secondary,CounterPath Corp.,"Vancouver, BC, CANADA",CPAH,Nasdaq NM,2020-08-28,-,-,$5.00 mil.,A.G.P.
1382574,Secondary,"Trxade Group, Inc.","Land O’ Lakes, FL",MEDS,Nasdaq NM,2020-08-28,-,-,$100.0 mil.,Shelf Registration (mixed)
1426800,Secondary,"Assembly Biosciences, Inc.","New York, NY",ASMB,Nasdaq NM,2020-08-28,-,-,$300.0 mil.,Shelf Registration (mixed)
1447028,Secondary,Arbutus Biopharma Corp,"Burnaby, BC, CANADA",ABUS,Nasdaq NM,2020-08-28,-,-,$200.0 mil.,Shelf Registration (mixed)
1720592,Secondary,Repay Holdings Corp,"Atlanta, GA",RPAY,Nasdaq NM,2020-08-28,-,-,$312.0 mil.,Morgan Stanley
1260990,Secondary,"Oncternal Therapeutics, Inc.","San Diego, CA",ONCT,Nasdaq NM,2020-08-27,-,-,$4.50 mil.,H.C. Wainwright & Co.
315131,Secondary,Panhandle Oil and Gas Inc.,"Oklahoma City, OK",PHX,NYSE,2020-08-27,-,-,$8.15 mil.,"Stifel, Northland Capital Markets"
1736541,Secondary,NIO Inc.,"Shanghai, CHINA",NIO,NYSE,2020-08-27,-,-,"$1,504.5 mil.","Morgan Stanley, CICC, BofA Securities"
1411690,Secondary,"BioNano Genomics, Inc","San Diego, CA",BNGO,Nasdaq NM,2020-08-27,-,-,$40.0 mil.,Ladenburg Thalmann
1362190,Secondary,"AudioEye, Inc.","Tucson, AZ",AEYE,Nasdaq NM,2020-08-26,-,-,$7.30 mil.,B. Riley FBR
1412486,Secondary,"Cocrystal Pharma, Inc.","Tucker, GA",COCP,Nasdaq NM,2020-08-26,-,-,$15.0 mil.,H.C. Wainwright & Co.
947559,Secondary,First Bancshares Inc.,"Hattiesburg, MS",FBMS,Nasdaq NM,2020-08-26,-,-,$150.0 mil.,Shelf Registration (mixed)
1717452,Secondary,"Odonate Therapeutics, LLC","San Diego, CA",ODT,Nasdaq NM,2020-08-26,-,-,$80.0 mil.,"Jefferies, LifeSci Capital LLC"
1636651,Secondary,Ovid Therapeutics Inc.,"New York, NY",OVID,Nasdaq NM,2020-08-26,-,-,$50.0 mil.,"Cowen, William Blair & Co., RBC Capital Markets, Ladenburg Thalmann"
767405,Secondary,"SB Financial Group, Inc.","Defiance, OH",SBFG,Nasdaq NM,2020-08-25,-,-,$30.0 mil.,Shelf Registration (mixed)
870826,Secondary,"iMedia Brands, Inc.","Eden Prairie, MN",IMBI,Nasdaq NM,2020-08-25,-,-,$15.0 mil.,Craig-Hallum Capital Group
1476963,Secondary,"Heat Biologics, Inc.","Chapel Hill, NC",HTBX,Nasdaq NM,2020-08-24,-,-,$100.0 mil.,"B. Riley FBR, Cantor"
1508475,Secondary,21Vianet Group Inc.,"Beijing, CHINA",VNET,Nasdaq NM,2020-08-24,-,-,$352.8 mil.,"Credit Suisse, Morgan Stanley, Jefferies"
1326706,Secondary,"NanoVibronix, Inc.","Elmsford, NY",NAOV,Nasdaq NM,2020-08-24,-,-,$3.25 mil.,H.C. Wainwright & Co.
1757715,Secondary,"Mohawk Group Holdings, Inc.","New York, NY",MWK,NYSE,2020-08-24,-,-,$23.5 mil.,A.G.P.
1606440,Secondary,"Reliant Bancorp, Inc.","Brentwood, TN",RBNC,Nasdaq NM,2020-08-24,-,-,$100.0 mil.,Shelf Registration (mixed)
1121702,Secondary,"Yield10 Bioscience, Inc.","Woburn, MA",YTEN,Nasdaq NM,2020-08-21,-,-,$3.55 mil.,Maxim Group LLC
1535955,Secondary,Lipocine Inc.,"Salt Lake City, UT",LPCN,Nasdaq NM,2020-08-21,-,-,$63.0 mil.,Cantor
1325618,Secondary,iRadimed Corp.,"Winter Park, FL",IRMD,Nasdaq NM,2020-08-20,-,-,$40.0 mil.,Shelf Registration
1381197,Secondary,Interactive Brokers Group Inc.,"Greenwich, CT",IBKR,Nasdaq NM,2020-08-20,-,-,$50.8 mil.,Shelf Registration
1496671,Secondary,"Calithera Biosciences, Inc.","South San Francisco, CA",CALA,Nasdaq NM,2020-08-19,-,-,$75.0 mil.,Jefferies
1616000,Secondary,"Xenia Hotels & Resorts, Inc.","Orlando, FL",XHR,NYSE,2020-08-19,-,-,$200.0 mil.,"Wells Fargo Securities, Baird, Jefferies, KeyBanc Capital Markets, Raymond James"
1711754,Secondary,"Inmune Bio, Inc.","La Jolla, CA",INMB,Nasdaq NM,2020-08-19,-,-,$30.0 mil.,BTIG
1131554,Secondary,Synchronoss Technologies Inc.,"Bridgewater, NJ",SNCR,Nasdaq NM,2020-08-19,-,-,$250.0 mil.,Shelf Registration (mixed)
712770,Secondary,One Liberty Properties Inc.,"Great Neck, NY",OLP,NYSE,2020-08-19,-,-,$36.2 mil.,"D.A. Davidson & Co., B. Riley FBR"
1597033,Secondary,Sabre Corp.,"Southlake, TX",SABR,Nasdaq NM,2020-08-19,-,-,$250.0 mil.,"Morgan Stanley, BofA Securities, Goldman Sachs & Co., Mizuho Securities USA Inc., Wells Fargo Securities, Deutsche Bank Securities, Citigroup"
1034760,Secondary,WidePoint Corp.,"McLean, VA",WYY,NYSE,2020-08-18,-,-,$24.0 mil.,"B. Riley FBR, Spartan Securities Group, Ltd., The Benchmark Company"
1682639,Secondary,"Eyenovia, Inc.","New York, NY",EYEN,Nasdaq NM,2020-08-18,-,-,$12.0 mil.,"William Blair & Co., National Securities"
1754581,Secondary,Futu Holdings Ltd,"Hong Kong S.A.R., CHINA",FHL,Nasdaq NM,2020-08-18,-,-,$313.5 mil.,"Goldman Sachs (Asia), Credit Suisse, UBS Investment Bank, Haitong International"
1494650,Secondary,"OptiNose, Inc.","Yardley, PA",OPTN,Nasdaq NM,2020-08-18,-,-,N/A,Credit Suisse
872912,Secondary,Delcath Systems Inc.,"Stamford, CT",DCTH,Nasdaq NM,2020-08-18,-,-,$10.0 mil.,Cantor
1515816,Secondary,Plymouth Industrial REIT Inc.,"Boston, MA",PLYM,NYSE,2020-08-18,-,-,$96.4 mil.,"KeyBanc Capital Markets, Barclays, J.P. Morgan, Capital One Securities, Baird, BMO Capital Markets, D.A. Davidson & Co., National Securities"
946644,Secondary,AIM ImmunoTech Inc.,"Ocala, FL",AIM,NYSE,2020-08-18,-,-,$18.9 mil.,Maxim Group LLC
1120370,Secondary,Broadwind Energy Inc.,"Naperville, IL",BWEN,Nasdaq NM,2020-08-18,-,-,$75.0 mil.,Shelf Registration (mixed)
1378590,Secondary,"Bridgeline Digital, Inc.","Burlington, MA",BLIN,Nasdaq NM,2020-08-18,-,-,$4.80 mil.,Roth Capital Partners
19745,Secondary,Chesapeake Utilities Corp.,"Dover, DE",CPK,NYSE,2020-08-18,-,-,$75.0 mil.,"RBC Capital Markets, BofA Securities, Janney Montgomery Scott, LLC, Wells Fargo Securities"
1041657,Secondary,"Urban One, Inc.","Silver Spring, MD",UONE,Nasdaq NM,2020-08-18,-,-,$25.0 mil.,Jefferies
1562401,Secondary,American Homes 4 Rent,"Malibu, CA",AMH,NYSE,2020-08-17,-,-,$500.0 mil.,"BofA Securities, Morgan Stanley"
1065059,Secondary,Centrus Energy Corp.,"Bethesda, MD",LEU,NYSE,2020-08-17,-,-,$23.5 mil.,"Roth Capital Partners, Lake Street Capital Markets"
1183765,Secondary,"Molecular Templates, Inc.","Austin, TX",MTEM,Nasdaq NM,2020-08-17,-,-,$100.0 mil.,Cowen
1444307,Secondary,OncoSec Medical Inc.,"San Diego, CA",ONCS,Nasdaq NM,2020-08-17,-,-,$15.0 mil.,"ThinkEquity, LLC, Torreya Capital, LLC"
1533615,Secondary,Global Medical REIT Inc.,"Bethesda, MD",GMRE,NYSE,2020-08-17,-,-,$150.0 mil.,"BMO Capital Markets, Stifel, Truist Securities, KeyBanc Capital Markets, Baird, Wells Fargo Securities, J.P. Morgan, B. Riley FBR, Janney Montgomery Scott, LLC"
1372299,Secondary,"Ocugen, Inc.","Malvern, PA",OCGN,Nasdaq NM,2020-08-17,-,-,$30.0 mil.,"Cantor, Oppenheimer & Co. Inc."
1383701,Secondary,Histogen Inc.,"San Diego, CA",HSTO,Nasdaq NM,2020-08-17,-,-,$125.0 mil.,Shelf Registration (mixed)
1625101,Secondary,"Pulse Biosciences, Inc.","Burlingame, CA",PLSE,Nasdaq NM,2020-08-14,-,-,$250.0 mil.,Shelf Registration (mixed)
1478069,Secondary,ContraFect Corp.,"Yonkers, NY",CFRX,Nasdaq NM,2020-08-14,-,-,$150.0 mil.,Shelf Registration (mixed)
1374690,Secondary,"Larimar Therapeutics, Inc.","Bala Cynwyd, PA",ZFGN,Nasdaq NM,2020-08-14,-,-,$200.0 mil.,Shelf Registration (mixed)
1579910,Secondary,Resonant Inc.,"Santa Barbara, CA",RESN,Nasdaq NM,2020-08-14,-,-,$25.0 mil.,Shelf Registration
101839,Secondary,Enterprise Bancorp Inc.,"Lowell, MA",EBTC,Nasdaq NM,2020-08-13,-,-,$75.0 mil.,Shelf Registration (mixed)
1321834,Secondary,"Akers Biosciences, Inc.","Thorofare, NJ",AKER,Nasdaq NM,2020-08-13,-,-,$6.85 mil.,H.C. Wainwright & Co.
1766600,Secondary,Sundial Growers Inc.,"Calgary, Alberta, CANADA",SNDL,Nasdaq NM,2020-08-13,-,-,$50.0 mil.,Canaccord Genuity
163528,Secondary,"Rimini Street, Inc.","Las Vegas, NV",RMNI,Nasdaq NM,2020-08-13,-,-,$27.5 mil.,"Roth Capital Partners, Craig-Hallum Capital Group, The Benchmark Company"
778164,Secondary,Pacific Ethanol Inc.,"Sacramento, CA",PEIX,Nasdaq NM,2020-08-13,-,-,$30.0 mil.,H.C. Wainwright & Co.
1746466,Secondary,"Equillium, Inc.","La Jolla, CA",EQ,Nasdaq NM,2020-08-13,-,-,$35.0 mil.,Jefferies
1419242,Secondary,Atlantic Power Corp.,"Boston, MA",AT,NYSE,2020-08-13,-,-,$250.0 mil.,Shelf Registration (mixed)
863894,Secondary,Veru Inc.,"Miami, FL",VERU,Nasdaq NM,2020-08-13,-,-,$18.9 mil.,Shelf Registration
1676725,Secondary,"IDEAYA Biosciences, Inc.","South San Francisco, CA",IDYA,Nasdaq NM,2020-08-12,-,-,$50.0 mil.,Jefferies
1553643,Secondary,"Relmada Therapeutics, Inc.","New York, NY",RLMD,Nasdaq NM,2020-08-12,-,-,$250.0 mil.,Shelf Registration (mixed)
7332,Secondary,Southwestern Energy Co.,"Houston, TX",SWN,NYSE,2020-08-12,-,-,$600.0 mil.,"Citigroup, Goldman Sachs & Co., J.P. Morgan"
1574085,Secondary,Braemar Hotels & Resorts Inc.,"Dallas, TX",BHR,NYSE,2020-08-12,-,-,$50.0 mil.,UBS Investment Bank
1501756,Secondary,"Adverum Biotechnologies, Inc.","Menlo Park, CA",ADVM,Nasdaq NM,2020-08-12,-,-,$188.5 mil.,"Goldman Sachs & Co., Cowen, SVB Leerink, Piper Sandler"
1532346,Secondary,"Atreca, Inc.","Redwood Cit, CA",BCEL,Nasdaq NM,2020-08-12,-,-,$100.0 mil.,Cowen
1745431,Secondary,StoneCo Ltd.,"São Paulo, BRAZIL",STNE,Nasdaq NM,2020-08-12,-,-,"$1,300.3 mil.","XP Investments, J.P. Morgan, Morgan Stanley, Citigroup"
78128,Secondary,"Essential Utilities, Inc.","Bryn Mawr, PA",WTRG,NYSE,2020-08-12,-,-,$310.9 mil.,RBC Capital Markets
1279704,Secondary,"Cellectar Biosciences, Inc.","Madison, WI",CLRB,Nasdaq NM,2020-08-11,-,-,$100.0 mil.,Shelf Registration (mixed)
1429560,Secondary,"Trevena, Inc.","King of Prussia, PA",TRVN,Nasdaq NM,2020-08-11,-,-,$50.0 mil.,"Guggenheim Securities, Cantor, JMP Securities, Oppenheimer & Co. Inc., H.C. Wainwright & Co."
1746466,Secondary,"Equillium, Inc.","La Jolla, CA",EQ,Nasdaq NM,2020-08-11,-,-,$225.8 mil.,"Cowen, Piper Sandler, Canaccord Genuity   , Oppenheimer & Co. Inc."
1527753,Secondary,"Personalis, Inc.","Menlo Park, CA",PSNL,Nasdaq NM,2020-08-11,-,-,$125.0 mil.,"BofA Securities, Citigroup, Cowen, BTIG, Needham & Company, Oppenheimer & Co. Inc."
1737953,Secondary,"Replimune Group, Inc.","Woburn, MA",REPL,Nasdaq NM,2020-08-11,-,-,$350.0 mil.,Shelf Registration (mixed)
810509,Secondary,"Navidea Biopharmaceuticals, Inc.","Dublin, OH",NAVB,NYSE,2020-08-11,-,-,$1.00 mil.,Shelf Registration
50725,Secondary,Griffon Corp.,"New York, NY",GFF,NYSE,2020-08-11,-,-,$172.0 mil.,"Baird, Raymond James, Stephens, Inc., Truist Securities"
1093691,Secondary,Plug Power Inc,"Latham, NY",PLUG,Nasdaq NM,2020-08-11,-,-,$300.0 mil.,Morgan Stanley
1130713,Secondary,"Overstock.com, Inc.","Salt Lake City, UT",OSTK,Nasdaq NM,2020-08-11,-,-,N/A,"BofA Securities, Credit Suisse"
1609809,Secondary,"Seres Therapeutics, Inc.","Cambridge, MA",MCRB,Nasdaq NM,2020-08-11,-,-,N/A,"Cowen, Piper Sandler, Canaccord Genuity   , Oppenheimer & Co. Inc."
1299130,Secondary,Pacific Biosciences of California Inc.,"Menlo Park, CA",PACB,Nasdaq NM,2020-08-11,-,-,$86.9 mil.,"Morgan Stanley, Cowen, Cantor"
1680581,Secondary,"Fulcrum Therapeutics, Inc.","Cambridge, MA",FULC,Nasdaq NM,2020-08-11,-,-,$250.0 mil.,Shelf Registration (mixed)
1117480,Secondary,"Chimerix, Inc.","Durham, NC",CMRX,Nasdaq NM,2020-08-11,-,-,$250.0 mil.,Shelf Registration (mixed)
1332349,Secondary,Brookdale Senior Living Inc.,"Chicago, IL",BKD,NYSE,2020-08-11,-,-,"$1,000.0 mil.",Shelf Registration (mixed)
1070081,Secondary,PTC Therapeutics Inc.,"South Plainfield, NJ",PTCT,Nasdaq NM,2020-08-11,-,-,$94.1 mil.,"Cantor, RBC Capital Markets"
1714798,Secondary,Prevail Therapeutics Inc.,"New York, NY",PRVL,Nasdaq NM,2020-08-11,-,-,$75.0 mil.,Jefferies
357173,Secondary,Old Second Bancorp Inc.,"Aurora, IL",OSBC,Nasdaq NM,2020-08-10,-,-,$150.0 mil.,Shelf Registration (mixed)
1285819,Secondary,Omeros Corp.,"Seattle, WA",OMER,Nasdaq NM,2020-08-10,-,-,$100.1 mil.,"BofA Securities, J.P. Morgan, Cantor"
1493761,Secondary,Turtle Beach Corp,"San Diego, CA",HEAR,Nasdaq NM,2020-08-10,-,-,$30.0 mil.,BofA Securities
924383,Secondary,Genasys Inc.,"San Diego, CA",GNSS,Nasdaq NM,2020-08-10,-,-,$100.0 mil.,Shelf Registration (mixed)
1549346,Secondary,Shutterstock Inc.,"New York, NY",SSTK,NYSE,2020-08-10,-,-,$125.1 mil.,"BofA Securities, Morgan Stanley"
1253986,Secondary,Arbor Realty Trust Inc.,"Uniondale, NY",ABR,NYSE,2020-08-10,-,-,$99.1 mil.,JMP Securities
1517375,Secondary,"Sprout Social, Inc.","Chicago, IL",SPT,Nasdaq NM,2020-08-10,-,-,$206.1 mil.,"Morgan Stanley, Goldman Sachs & Co., Barclays"
1780097,Secondary,"Baudax Bio, Inc.","Malvern, PA",BXRX,Nasdaq NM,2020-08-10,-,-,$100.0 mil.,Shelf Registration (mixed)
1033012,Secondary,Flagstar Bancorp Inc,"Troy, MI",FLGS,Nasdaq NM,2020-08-10,-,-,$181.8 mil.,Morgan Stanley
1505155,Secondary,"Upland Software, Inc.","Austin, TX",UPLD,Nasdaq NM,2020-08-10,-,-,$119.0 mil.,"Credit Suisse, Jefferies, Canaccord Genuity   , Needham & Company"
1595097,Secondary,"Corbus Pharmaceuticals Holdings, Inc.","Norwood, MA",CRBP,Nasdaq NM,2020-08-07,-,-,$150.0 mil.,Jefferies
1651311,Secondary,Merus N.V.,"CH Utrecht, NETHERLANDS",MRUS,Nasdaq NM,2020-08-07,-,-,$75.0 mil.,Jefferies
1495222,Secondary,Oxford Lane Capital Corp.,"Greenwich, CT",QXLC,Nasdaq NM,2020-08-07,-,-,$500.0 mil.,Shelf Registration
1001233,Secondary,"Sangamo Therapeutics, Inc.","Richmond, CA",SGMO,Nasdaq NM,2020-08-06,-,-,$150.0 mil.,Jefferies
1305253,Secondary,"Eiger BioPharmaceuticals, Inc.","Palo Alto, CA",EIGR,Nasdaq NM,2020-08-06,-,-,$50.0 mil.,Jefferies
1422143,Secondary,"Kura Oncology, Inc.","La Jolla, CA",KURA,Nasdaq NM,2020-08-06,-,-,$300.0 mil.,Shelf Registration (mixed)
1579684,Secondary,"Gannett Co., Inc.","McLean, VA",GCI,NYSE,2020-08-06,-,-,$50.0 mil.,"Morgan Stanley, Credit Suisse"
1582313,Secondary,Xenon Pharmaceuticals Inc.,"Burnaby,British Columbia, CANADA",XENE,Nasdaq NM,2020-08-06,-,-,$100.0 mil.,"Jefferies, Stifel"
1622357,Secondary,"Centennial Resource Development, Inc.","Denver, CO",CDEV,Nasdaq NM,2020-08-06,-,-,$600.0 mil.,Shelf Registration (mixed)
1453687,Secondary,"Selecta Biosciences, Inc.","Watertown, MA",SELB,Nasdaq NM,2020-08-06,-,-,$37.0 mil.,Shelf Registration (mixed)
1701114,Secondary,"Blue Apron Holdings, Inc.","New York, NY",APRN,NYSE,2020-08-06,-,-,N/A,"Morgan Stanley, Canaccord Genuity"
1175505,Secondary,"Five Prime Therapeutics, Inc.","South San Francisco, CA",FPRX,Nasdaq NM,2020-08-06,-,-,$75.0 mil.,Cowen
1232582,Secondary,"Ashford Hospitality Trust, Inc.","Dallas, TX",AHT,NYSE,2020-08-06,-,-,$100.0 mil.,"UBS Investment Bank, RBC Capital Markets"
1269026,Secondary,"Sintx Technologies, Inc.","Salt Lake City, UT",SINT,Nasdaq NM,2020-08-06,-,-,$8.20 mil.,Maxim Group LLC
1305773,Secondary,ConforMIS Inc.,"Bedford, MA",CFMS,Nasdaq NM,2020-08-06,-,-,$25.0 mil.,Cowen
1290149,Secondary,"Sierra Oncology, Inc.","Vancouver,BritishColumbi, CANADA",SRRA,Nasdaq NM,2020-08-06,-,-,$150.0 mil.,Shelf Registration (mixed)
1507605,Secondary,"Marathon Patent Group, Inc.","Los Angeles, CA",MARA,Nasdaq NM,2020-08-06,-,-,$100.0 mil.,Shelf Registration (mixed)
715957,Secondary,"Dominion Energy, Inc.","Richmond, VA",D,NYSE,2020-08-06,-,-,"$1,000.0 mil.","Citigroup, Credit Suisse, MUFG, Morgan Stanley, Wells Fargo Securities"
1503274,Secondary,Quanterix Corp,"Lexington, MA",QTRX,Nasdaq NM,2020-08-06,-,-,$84.8 mil.,"SVB Leerink, Cowen, Canaccord Genuity"
1614806,Secondary,Great Ajax Corp.,"Beaverton, OK",AJX,NYSE,2020-08-05,-,-,$150.0 mil.,Shelf Registration (mixed)
1693577,Secondary,"MainStreet Bancshares, Inc.","Fairfax, VA",MNSB,Nasdaq NM,2020-08-05,-,-,$70.0 mil.,Shelf Registration (mixed)
1401040,Secondary,DiaMedica Therapeutics Inc.,"Minneapolis, MN",DMAC,Nasdaq NM,2020-08-05,-,-,$20.0 mil.,"Guggenheim Securities, Craig-Hallum Capital Group, National Securities"
1506251,Secondary,"Citius Pharmaceuticals, Inc.","Cranford, NJ",CTXR,Nasdaq NM,2020-08-05,-,-,$8.36 mil.,H.C. Wainwright & Co.
1314102,Secondary,"EyePoint Pharmaceuticals, Inc.","Watertown, MA",EYPT,Nasdaq NM,2020-08-05,-,-,$25.0 mil.,Cantor
1113423,Secondary,Aeterna Zentaris Inc.,"Quebec City, CANADA",AEZS,Nasdaq NM,2020-08-05,-,-,$7.00 mil.,H.C. Wainwright & Co.
879407,Secondary,"Arrowhead Pharmaceuticals, Inc.","Pasadena, CA",ARWR,Nasdaq NM,2020-08-05,-,-,$250.0 mil.,Jefferies
1447669,Secondary,Twilio Inc.,"San Francisco, CA",TWLO,NYSE,2020-08-05,-,-,"$1,250.0 mil.","J.P. Morgan, Morgan Stanley, Goldman Sachs & Co., BofA Securities, Academy Securities, Siebert Williams Shank"
1378950,Secondary,"U.S. Auto Parts Network Inc. (CarParts.com, Inc.","Carson, CA",PRTS,Nasdaq NM,2020-08-05,-,-,$78.0 mil.,Shelf Registration (mixed)
1492426,Secondary,Horizon Therapeutics Public Ltd Co,"Dublin, IRELAND",HZNP,Nasdaq NM,2020-08-05,-,-,$837.8 mil.,"Citigroup, Morgan Stanley, J.P. Morgan, Piper Sandler"
1459417,Secondary,"2U, Inc.","Landover, MD",TWOU,Nasdaq NM,2020-08-05,-,-,$309.4 mil.,"Morgan Stanley, Credit Suisse"
910638,Secondary,3D Systems Corp.,"Rock Hill, SC",DDD,NYSE,2020-08-05,-,-,$150.0 mil.,"Truist Securities, HSBC"
1013934,Secondary,"Strategic Education, Inc","Herndon, VA",STRA,Nasdaq NM,2020-08-05,-,-,$199.5 mil.,"BofA Securities, Truist Securities"
1368514,Secondary,"ADMA Biologics, Inc.","Hackensack, NJ",ADMA,Nasdaq NM,2020-08-05,-,-,$50.0 mil.,Jefferies
1023459,Secondary,Simulations Plus Inc,"Lancaster, CA",SLP,Nasdaq NM,2020-08-04,-,-,$100.0 mil.,"Oppenheimer & Co. Inc., Raymond James, Craig-Hallum Capital Group"
1034842,Secondary,"Rigel Pharmaceuticals, Inc.","South San Francisco, CA",RIGL,Nasdaq NM,2020-08-04,-,-,$65.0 mil.,Jefferies
1654151,Secondary,"Deciphera Pharmaceuticals, Inc.","Waltham, MA",DCPH,Nasdaq NM,2020-08-04,-,-,$200.0 mil.,Jefferies
1518621,Secondary,Orchid Island Capital Inc.,"Vero Beach, FL",ORC,Nasdaq NM,2020-08-04,-,-,$150.0 mil.,"J.P. Morgan, JMP Securities, MUFG, Jones Trading"
1130464,Secondary,Black Hills Corp,"Rapid City, SD",BKH,NYSE,2020-08-04,-,-,$400.0 mil.,"MUFG, BofA Securities, Credit Suisse, Morgan Stanley"
1751299,Secondary,"Kaleido Biosciences, Inc.","Lexington, MA",KLDO,Nasdaq NM,2020-08-04,-,-,$150.0 mil.,Shelf Registration (mixed)
1007587,Secondary,KVH Industries,"Middletown, RI",KVHI,Nasdaq NM,2020-08-04,-,-,$100.0 mil.,Shelf Registration (mixed)
1348036,Secondary,"Avalara, Inc.","Seattle, WA",AVLR,NYSE,2020-08-04,-,-,$500.0 mil.,"Goldman Sachs & Co., BofA Securities, Morgan Stanley, Canaccord Genuity   , JMP Securities, KeyBanc Capital Markets, Needham & Company, Raymond James, Stifel, William Blair & Co."
1759425,Secondary,"Mirum Pharmaceuticals, Inc.","Foster City, CA",MIRM,Nasdaq NM,2020-08-03,-,-,$300.0 mil.,Shelf Registration (mixed)
1543268,Secondary,"Urban Tea, Inc.","Yuhua District, Changsha, CHINA",MYT,Nasdaq NM,2020-08-03,-,-,$6.00 mil.,Maxim Group LLC
1280776,Secondary,"Immunic, Inc.","New York, NY",IMUX,Nasdaq NM,2020-08-03,-,-,$90.0 mil.,"SVB Leerink, Piper Sandler"
1290677,Secondary,"Turning Point Brands, Inc.","Louisville, KY",TPB,NYSE,2020-08-03,-,-,$200.0 mil.,Shelf Registration (mixed)
1669162,Secondary,"Kinsale Capital Group, Inc.","Richmond, VT",KNSL,Nasdaq NM,2020-08-03,-,-,N/A,"J.P. Morgan, Dowling & Partners Securities, LLC, JMP Securities, RBC Capital Markets"
1650729,Secondary,"SiteOne Landscape Supply, Inc.","Roswell, GA",SITE,NYSE,2020-08-03,-,-,N/A,BofA Securities
1543268,Secondary,"Urban Tea, Inc.","Yuhua District, Changsha, CHINA",MYT,Nasdaq NM,2020-08-03,-,-,$6.00 mil.,Maxim Group LLC
727273,Secondary,Cadiz Inc.,"Los Angeles, CA",CDZI,Nasdaq NM,2020-08-03,-,-,$150.0 mil.,Shelf Registration (mixed)
1652535,Secondary,"Ichor Holdings, Ltd.","Fremont, CA",ICHR,Nasdaq NM,2020-08-03,-,-,$200.0 mil.,Shelf Registration (mixed)
1384101,Secondary,"Veracyte, Inc.","South San Francisco, CA",VCYT,Nasdaq NM,2020-08-03,-,-,$180.0 mil.,"Goldman Sachs & Co., SVB Leerink, William Blair & Co., BTIG, Needham & Company"
1463361,Secondary,"Unity Biotechnology, Inc.","Brisbane, CA",UBX,Nasdaq NM,2020-07-31,-,-,$50.0 mil.,Cowen
895417,Secondary,Equity Lifestyle Properties Inc.,"Chicago, IL",ELS,NYSE,2020-07-31,-,-,$200.0 mil.,"Morgan Stanley, BofA Securities, Goldman Sachs & Co., SunTrust Robinson Humphrey, Wells Fargo Securities"
