Filings Report,,,,,,,,,,
"Generated on Monday, 19 October 2020 at 18:53 PDT",,,,,,,,,,
,,,,,,,,,,
CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1073615,IPO,IASIS Healthcare Corporation,"Franklin, TN",IAS,NYSE,2015-02-02,-,-,$100.0 mil.,"J.P. Morgan, BofA Securities, Barclays, Evercore ISI, Goldman Sachs & Co., Citigroup, BMO Capital Markets"
1626878,IPO,XBiotech Inc.,"Austin, TX",XBIT,Nasdaq NM,2015-02-02,18,20,$80.0 mil.,"WR Hambrecht + Co, LLC"
1599298,IPO,Summit Therapeutics plc,"Oxfordshire, UNITED KINGDOM",SMMT,Nasdaq NM,2015-01-30,11.54,-,$46.0 mil.,"JMP Securities, Oppenheimer & Co. Inc., Needham & Company"
1554923,IPO,Aina Le'a Inc.,"Waikoloa, HI",AIZY,Nasdaq NM,2015-01-27,13.75,-,$27.5 mil.,
1627482,IPO,Tankships Investment Holdings Inc.,"Athens, GREECE",TNKS,Nasdaq NM,2015-01-21,-,-,$100.0 mil.,DnB NOR Markets
1407067,IPO,Franklin Financial Network Inc.,"Franklin,, TN",FSB,NYSE,2015-01-15,24,27,$50.0 mil.,"BofA Securities, Raymond James, Sterne Agee"
1600132,IPO,Bellerophon Therapeutics LLC,"Hampton, NJ",BLPH,Nasdaq NM,2015-01-13,14,16,$73.6 mil.,"SVB Leerink, Cowen"
1527762,IPO,Wowo Ltd,"Beijing, CHINA",WOWO,Nasdaq NM,2015-01-09,9,11,$65.0 mil.,"Axiom Capital Management, Inc."
1501134,IPO,Invitae Corp,"San Francisco, CA",NVTA,NYSE,2015-01-09,13,15,$92.3 mil.,"J.P. Morgan, Cowen, SVB Leerink"
1616297,IPO,"Avenue Financial Holdings, Inc.","Nashville, TN",AVNU,Nasdaq NM,2015-01-09,11,13,$30.0 mil.,"Keefe, Bruyette & Woods, Stifel"
1614806,IPO,Great Ajax Corp.,"Beaverton, OK",AJX,NYSE,2015-01-05,15,17,$100.0 mil.,FBR
1609951,IPO,National Commerce Corp,"Birmingham, AL",NCOM,Nasdaq NM,2015-01-05,18.5,20.5,$50.0 mil.,"Keefe, Bruyette & Woods, Raymond James, Sterne Agee, FIG Partners LLC"
1605997,IPO,Northern Power Systems Corp.,"Barre, VT",NPS,Nasdaq NM,2015-01-05,-,-,$30.0 mil.,"Needham & Company, Craig-Hallum Capital Group, Northland Capital Markets"
1618561,IPO,Nexvet Biopharma plc,"Dublin, IRELAND",NVET,Nasdaq NM,2014-12-30,13,16,$60.0 mil.,"BofA Securities, Cowen, Piper Jaffray, JMP Securities"
1169987,IPO,"HTG Molecular Diagnostics, Inc.","Tucson, AZ",HTGM,Nasdaq NM,2014-12-30,13,15,$61.6 mil.,"Canaccord Genuity   , SVB Leerink, JMP Securities"
1609351,IPO,"Spark Therapeutics, Inc.","Philadelphia, PA",ONCE,Nasdaq NM,2014-12-30,19,21,$157.0 mil.,"J.P. Morgan, Credit Suisse, Cowen, Sanford C. Bernstein"
1506928,IPO,Avinger Inc,"Redwood City, CA",AVGR,Nasdaq NM,2014-12-30,12,14,$74.3 mil.,"Canaccord Genuity   , Cowen, Oppenheimer & Co. Inc., BTIG, Stephens, Inc."
1619954,IPO,"Inovalon Holdings, Inc.","Bowie, MD",INOV,Nasdaq NM,2014-12-30,24,26,$664.4 mil.,"Goldman Sachs & Co., Morgan Stanley, Citigroup, BofA Securities, UBS Investment Bank, Piper Jaffray, Baird, Wells Fargo Securities, William Blair & Co."
1611747,IPO,BiondVax Pharmaceuticals Ltd.,"Nes Ziona, ISRAEL",BVXV,Nasdaq NM,2014-12-29,7.32,-,$10.0 mil.,Aegis Capital Corp.
1620533,IPO,Shake Shack Inc.,"New York, NY",SHAK,NYSE,2014-12-29,17,19,$109.3 mil.,"J.P. Morgan, Morgan Stanley, Barclays, Goldman Sachs & Co., Jefferies, William Blair & Co., Stifel"
1615219,IPO,"Flex Pharma, Inc.","Boston, MA",FLKS,Nasdaq NM,2014-12-29,12,14,$74.3 mil.,"Jefferies, Piper Jaffray, JMP Securities, Cantor, Roth Capital Partners"
1348911,IPO,"KalVista Pharmaceuticals, Inc.","Cambridge, MA",CBYL,Nasdaq NM,2014-12-29,5,-,$69.0 mil.,"SVB Leerink, JMP Securities, Wedbush PacGrow Life Sciences"
1394319,IPO,"Tracon Pharmaceuticals, Inc.","San Diego, CA",TCON,Nasdaq NM,2014-12-29,12,14,$58.0 mil.,"Wells Fargo Securities, Stifel, Needham & Company, Oppenheimer & Co. Inc."
1596964,IPO,Hailiang Education Group Inc.,"Zhejiang Province, CHINA",HLG,Nasdaq NM,2014-12-24,-,-,$20.0 mil.,"Network 1 Financial Securities, Inc."
1610590,IPO,Check-Cap Building,"Isfiya, Mount Carmel, ISRAEL",CHEK,Nasdaq NM,2014-12-23,6,8,$15.0 mil.,"Chardan, Maxim Group LLC"
1622194,IPO,"Easterly Government Properties, Inc.","Washington, DC",DEA,NYSE,2014-12-23,14,16,$220.8 mil.,"Citigroup, Raymond James, RBC Capital Markets"
1359300,IPO,"BeneChill, Inc.","San Diego, CA",BNCH,NYSE,2014-12-23,-,-,$13.8 mil.,Dawson James Securities
1470592,IPO,"AltheaDx, Inc.","San Diego, CA",IDGX,Nasdaq NM,2014-12-23,12,14,$74.3 mil.,"Citigroup, Jefferies, William Blair & Co., Cantor"
1616330,IPO,"Sol-Wind Renewable Power, LP","New York, NY",SLWD,NYSE,2014-12-23,19,21,$210.1 mil.,"UBS Investment Bank, Citigroup"
1374128,IPO,"Entellus Medical, Inc.","Plymouth, MN",ENTL,Nasdaq NM,2014-12-23,15,17,$85.5 mil.,"BofA Securities, Piper Jaffray, William Blair & Co., Canaccord Genuity"
1627014,IPO,"Black Knight, Inc.","Jacksonville, FL",BKFS,NYSE,2014-12-23,22,25,$488.8 mil.,
1111406,IPO,"Infraredx, Inc.","Burlington, MA",REDX,Nasdaq NM,2014-12-22,13,15,$64.4 mil.,"RBC Capital Markets, Canaccord Genuity   , BMO Capital Markets, Oppenheimer & Co. Inc., BTIG"
1506401,IPO,"InfraREIT, Inc.","Dallas, TX",HIFR,NYSE,2014-12-19,19,21,$483.0 mil.,"BofA Securities, Citigroup, RBC Capital Markets, Morgan Stanley"
1607741,IPO,Yulong Eco-Materials Ltd,"Pingdingshan, CHINA",YECO,Nasdaq NM,2014-12-19,6.25,7.25,$10.0 mil.,"Cuttone & Co., Inc., Axiom Capital Management, Inc."
1600343,IPO,Reverse Mortgage Investment Trust Inc.,"Bloomfield, NJ",RMIT,NYSE,2014-12-19,-,-,$100.0 mil.,FBR
1620983,IPO,"Asante Solutions, Inc.","Sunnyvale, CA",PUMP,Nasdaq NM,2014-12-19,13,15,$60.4 mil.,"SVB Leerink, Cowen, Wells Fargo Securities, Oppenheimer & Co. Inc."
1612042,IPO,Ascendis Pharma A/S,"Hellerup, DENMARK",ASND,Nasdaq NM,2014-12-18,16,18,$103.5 mil.,"BofA Securities, SVB Leerink, Wells Fargo Securities"
1621563,IPO,"Summit Materials, Inc.","Denver, CO",SUM,NYSE,2014-12-18,17,19,$485.6 mil.,"Citigroup, Goldman Sachs & Co., BofA Securities, Barclays, Deutsche Bank Securities, RBC Capital Markets"
1619917,IPO,"Patriot National, Inc.","Fort Lauderdale, FL",PN,NYSE,2014-12-16,16,18,$172.1 mil.,"UBS Investment Bank, BMO Capital Markets, SunTrust Robinson Humphrey, JMP Securities, William Blair & Co."
1614818,IPO,CardConnect Corp.,"King of Prussia, PA",FNTCU,Nasdaq NM,2014-12-12,12,-,$115.0 mil.,Cantor
1358403,IPO,"Bellicum Pharmaceuticals, Inc.","Houston, TX",BLCM,Nasdaq NM,2014-11-18,15,17,$122.2 mil.,"Jefferies, Citigroup, Piper Jaffray"
1611787,IPO,Advanced Accelerator Applications S.A.,"Saint Genis Pouilly, FRANCE",AAAP,Nasdaq NM,2014-11-17,15,17,$91.7 mil.,"Citigroup, Jefferies, Canaccord Genuity   , JMP Securities"
1592745,IPO,"Nexpoint Multifamily Realty Trust, Inc.","Dallas, TX",,,2014-11-17,10,-,"$1,000.0 mil.",
1594864,IPO,"Juno Therapeutics, Inc.","Seattle, WA",JUNO,Nasdaq NM,2014-11-17,21,23,$244.7 mil.,"Morgan Stanley, J.P. Morgan, Goldman Sachs & Co., SVB Leerink"
1135657,IPO,"Eco-Stim Energy Solutions, Inc.","Houston, TX",ESES,Nasdaq NM,2014-11-17,-,-,$24.7 mil.,"FBR, Roth Capital Partners"
1622175,IPO,Barington/Hilco Acquisition Corp.,"New York, NY",BHACU,Nasdaq NM,2014-11-13,10,-,$46.0 mil.,Early Bird Capital
1617326,IPO,Smart Sand Partners LP,"The Woodlands, TX",SSLP,Nasdaq NM,2014-11-13,-,-,$100.0 mil.,"Goldman Sachs & Co., Credit Suisse"
1615888,IPO,Intrepid Aviation Ltd,"Stamford, CT",INTR,NYSE,2014-11-12,-,-,$150.0 mil.,"Goldman Sachs & Co., BofA Securities, Deutsche Bank Securities, Jefferies, RBC Capital Markets, Wells Fargo Securities, Credit Agricole CIB, BNP PARIBAS"
1621048,IPO,"Azure Midstream Partners, LP","Dallas, TX",AZUR,NYSE,2014-11-12,-,-,$175.0 mil.,"Citigroup, BofA Securities"
1470205,IPO,"County Bancorp, Inc.","Manitowoc, WI",ICBK,Nasdaq NM,2014-11-10,16,18,$24.4 mil.,"Baird, Sterne Agee"
1448056,IPO,"New Relic, Inc.","San Francisco, CA",NEWR,NYSE,2014-11-10,20,22,$126.5 mil.,"Morgan Stanley, J.P. Morgan, Allen & Co. Inc., UBS Investment Bank, JMP Securities, Raymond James"
1617669,IPO,"Unique Fabricating, Inc.","Auburn Hills, MI",UFAB,NYSE,2014-11-10,8,10,$21.6 mil.,"TAGLICH BROTHERS, INC., Roth Capital Partners, National Securities"
1610532,IPO,"Hortonworks, Inc.","Palo Alto, CA",HDP,Nasdaq NM,2014-11-10,12,14,$96.6 mil.,"Goldman Sachs & Co., Credit Suisse, RBC Capital Markets, Pacific Crest Securities, Wells Fargo Securities"
1420811,IPO,On Deck Capital Inc,"New York, NY",ONDK,NYSE,2014-11-10,16,18,$207.0 mil.,"Morgan Stanley, BofA Securities, J.P. Morgan, Deutsche Bank Securities, Jefferies, Raymond James, Stifel, Needham & Company"
1615407,IPO,"International Market Centers, Inc.","Las Vegas, NV",IMC,NYSE,2014-11-10,12,14,$185.2 mil.,"Barclays, Credit Suisse, Wells Fargo Securities, Deutsche Bank Securities, J.P. Morgan"
1610601,IPO,Momo Inc.,"Beijing, CHINA",MOMO,Nasdaq NM,2014-11-07,12.5,14.5,$266.8 mil.,"Morgan Stanley, Credit Suisse, J.P. Morgan, China Renaissance Securities"
1620459,IPO,"James River Group Holdings, Ltd.","Hamilton, BERMUDA",JRVR,Nasdaq NM,2014-11-07,22,24,$303.6 mil.,"Keefe, Bruyette & Woods, UBS Investment Bank, FBR, BMO Capital Markets, KeyBanc Capital Markets, SunTrust Robinson Humphrey, Scotiabank / Howard Weil"
1507079,IPO,"Floor & Decor Holdings, Inc.","Smyrna, GA",FND,NYSE,2014-11-07,16,18,$182.6 mil.,"BofA Securities, Barclays, Credit Suisse, UBS Investment Bank, Goldman Sachs & Co., Jefferies, Piper Jaffray, Wells Fargo Securities, Houlihan Lokey"
1620928,IPO,Rice Midstream Partners LP,"Canonsburg, PA",RMP,NYSE,2014-11-06,19,21,$603.8 mil.,"Barclays, Citigroup, Wells Fargo Securities, Goldman Sachs & Co., RBC Capital Markets"
1281895,IPO,"Rocket Pharmaceuticals, Inc.","New York, NY",ITEK,Nasdaq NM,2014-11-05,6,-,$86.3 mil.,"Cowen, Piper Jaffray, Canaccord Genuity   , Nomura Securities"
1622567,IPO,Terryville Mineral & Royalty Partners LP,"Houston, TX",TRVL,Nasdaq NM,2014-11-04,-,-,$150.0 mil.,Barclays
1592057,IPO,"Enviva Partners, LP","Bethesda, MD",EVA,NYSE,2014-10-28,19,21,$241.5 mil.,"Barclays, Goldman Sachs & Co., RBC Capital Markets, Citigroup"
1617227,IPO,"J. Alexander's Holdings, Inc.","Nashville, TN",JAXH,NYSE,2014-10-28,-,-,$75.0 mil.,"Stephens, Inc., KeyBanc Capital Markets, Stifel"
1622869,IPO,"CEBA Midstream, LP","Oklahoma City, OK",,NYSE,2014-10-24,-,-,$100.0 mil.,"BofA Securities, Barclays"
1408534,IPO,"First Guaranty Bancshares, Inc.","Hammond, LA",FGBI,Nasdaq NM,2014-10-24,19,21,$22.9 mil.,"Raymond James, Keefe, Bruyette & Woods, Sterne Agee"
1622577,IPO,Arowana Inc.,"North Sydney, AUSTRALIA",ARWAU,Nasdaq NM,2014-10-24,-,-,$69.0 mil.,Early Bird Capital
1622668,IPO,"Sidoti & Company, Inc.","New York, NY",SDTI,NYSE,2014-10-23,8.5,11.5,$35.0 mil.,"WR Hambrecht + Co, LLC, Sidoti & Company, LLC"
1619551,IPO,CB Pharma Acquisition Corp.,"Burlington, MA",CNLM,Nasdaq NM,2014-10-23,10,-,$46.0 mil.,Early Bird Capital
1517401,IPO,Peak Resorts Inc,"Wildwood, MO",SKIS,Nasdaq NM,2014-10-20,9,11,$100.0 mil.,"FBR, Stifel, Baird"
1211759,IPO,"Connecture, Inc.","Brookfield, WI",CNXR,Nasdaq NM,2014-10-20,12,14,$92.9 mil.,"Morgan Stanley, J.P. Morgan, Raymond James, Wells Fargo Securities, William Blair & Co."
1445305,IPO,"Workiva, Inc.","Ames, IA",WK,NYSE,2014-10-17,13,15,$124.2 mil.,"Morgan Stanley, Credit Suisse, Baird, Raymond James, Stifel"
1211628,IPO,"VeriSilicon Holdings Co., Ltd.","Shanghai, CHINA",VERI,Nasdaq NM,2014-10-17,-,-,$75.0 mil.,"Barclays, Jefferies, Stifel, Wells Fargo Securities, Oppenheimer & Co. Inc."
1618835,IPO,"Evofem Biosciences, Inc.","San Diego, CA",NEOT,Nasdaq NM,2014-10-17,13,15,$74.2 mil.,"Piper Jaffray, Guggenheim Securities, Needham & Company"
1617977,IPO,"Habit Restaurants, Inc.","Irvine, CA",HABT,Nasdaq NM,2014-10-16,14,16,$86.3 mil.,"Piper Jaffray, Baird, Wells Fargo Securities, Raymond James, Stephens, Inc., Stifel"
1597258,IPO,Polar Star Realty Trust Inc.,"New York, NY",PSRT,NYSE,2014-10-15,10,13,$100.0 mil.,"FBR, Wunderlich Securities"
1611842,IPO,PolyPid Ltd.,"Petach Tikva, ISRAEL",PYPD,Nasdaq NM,2014-10-14,15,17,$57.5 mil.,"Barclays, BMO Capital Markets, Raymond James, National Securities, A.G.P."
1605782,IPO,Ocean Rig Partners LP,"Nicosia, CYPRUS",ORLP,Nasdaq NM,2014-10-14,-,-,$305.0 mil.,"Barclays, BofA Securities, Credit Suisse, Deutsche Bank Securities, UBS Investment Bank, Raymond James"
1617049,IPO,Navios Maritime Midstream Partners LP,"Monte Carlo, MONACO",NAP,NYSE,2014-10-10,19,21,$195.6 mil.,"BofA Securities, Citigroup, Credit Suisse, J.P. Morgan, S. Goldman Advisors LLC"
1615903,IPO,Intercorp Financial Services Inc.,"Lima, PERU",IFSP,NYSE,2014-10-09,44,50,$486.5 mil.,"BofA Securities, J.P. Morgan, Itaú BBA, Inteligo SAB"
1615346,IPO,Landmark Infrastructure Partners LP,"El Segundo, CA",LMRK,Nasdaq NM,2014-10-08,19,21,$72.5 mil.,"Baird, Raymond James, RBC Capital Markets, Janney Montgomery Scott, LLC"
1619573,IPO,"OneMain Financial Holdings, Inc.","Baltimore, MD",,NYSE,2014-10-08,-,-,$50.0 mil.,Citigroup
1372299,IPO,"Ocugen, Inc.","Malvern, PA",HSGX,Nasdaq NM,2014-10-07,13,15,$65.0 mil.,"Cowen, Needham & Company, Canaccord Genuity   , BTIG"
1439210,IPO,AutoGenomics Inc.,"Vista, CA",AGMX,Nasdaq NM,2014-10-07,11,13,$56.1 mil.,"Stifel, Canaccord Genuity   , Cantor"
1610950,IPO,"INC Research Holdings, Inc.","Raleigh, NC",INCR,Nasdaq NM,2014-10-06,17,20,$186.5 mil.,"Goldman Sachs & Co., Credit Suisse, Baird, Wells Fargo Securities, William Blair & Co."
1595627,IPO,Nevro Corp.,"Menlo Park, CA",NVRO,NYSE,2014-10-03,15,17,$122.2 mil.,"J.P. Morgan, Morgan Stanley, SVB Leerink, JMP Securities"
1517492,IPO,eHi Car Services Ltd,"Shanghai, CHINA",EHIC,NYSE,2014-10-03,12,14,$161.0 mil.,"J.P. Morgan, Goldman Sachs (Asia), Deutsche Bank Securities"
1615415,IPO,Costamare Partners LP,"Athens, GREECE",CMRP,NYSE,2014-10-02,-,-,$100.0 mil.,"Morgan Stanley, Barclays, Citigroup, Wells Fargo Securities, Credit Suisse, J.P. Morgan"
1456906,IPO,Sutherland Asset Management Corp.,"New York, NY",SLD,NYSE,2014-10-02,15,16,$150.0 mil.,"J.P. Morgan, Morgan Stanley, FBR, Citigroup, JMP Securities, Keefe, Bruyette & Woods"
1613723,IPO,"S1 Biopharma, Inc.","New York, NY",SXB,Nasdaq NM,2014-10-01,12,14,$44.3 mil.,MLV
921299,IPO,"FibroGen, Inc.","San Francisco, CA",FGEN,Nasdaq NM,2014-10-01,16,19,$155.1 mil.,"Goldman Sachs & Co., SVB Leerink, Citigroup, RBC Capital Markets, Stifel, William Blair & Co."
1617798,IPO,"PennTex Midstream Partners, LP","Houston, TX",PTXP,NYSE,2014-09-30,19,21,$271.7 mil.,"Citigroup, RBC Capital Markets, Barclays, Tudor, Pickering, Holt & Co."
1620179,IPO,"Exela Technologies, Inc.","Irving, TX",QPAC,Nasdaq NM,2014-09-30,10,-,$402.5 mil.,"Deutsche Bank Securities, Cantor"
1610250,IPO,"Boot Barn Holdings, Inc.","Irvine, CA",BOOT,NYSE,2014-09-29,14,16,$92.0 mil.,"J.P. Morgan, Piper Jaffray, Jefferies, Wells Fargo Securities, Baird"
1612432,IPO,"Kimree, Inc.",CHINA,KREE,Nasdaq NM,2014-09-29,-,-,$125.0 mil.,Citigroup
1420783,IPO,Columbia Pipeline Partners LP,"Houston, TX",CPPL,NYSE,2014-09-29,19,21,$966.0 mil.,"Barclays, Citigroup, BofA Securities, Goldman Sachs & Co., J.P. Morgan, Morgan Stanley, Wells Fargo Securities"
1615368,IPO,Radius Bancorp Inc.,"Boston, MA",RADB,Nasdaq NM,2014-09-29,11.75,13.75,$79.1 mil.,"Baird, Sandler, O Neill & Partners, Janney Montgomery Scott, LLC, Wunderlich Securities"
1618717,IPO,Evraz North America Ltd,"London, UNITED KINGDOM",,,2014-09-26,-,-,$100.0 mil.,"Citigroup, Goldman Sachs & Co."
1512762,IPO,"Coherus BioSciences, Inc.","Redwood City, CA",CHRS,Nasdaq NM,2014-09-25,12,15,$108.6 mil.,"J.P. Morgan, Credit Suisse, Cowen"
1619739,IPO,Hess Midstream Partners LP,"Houston, TX",HESM,NYSE,2014-09-24,19,21,$301.9 mil.,"Goldman Sachs & Co., Morgan Stanley, Citigroup, J.P. Morgan, MUFG, Wells Fargo Securities, ING, Scotiabank / Howard Weil, SMBC Nikko, Barclays, HSBC, TD Securities"
1599613,IPO,Mammoth Energy Partners LP,"Oklahoma City, OK",TUSK,Nasdaq NM,2014-09-24,-,-,$100.0 mil.,Credit Suisse
1592910,IPO,Exmar Energy Partners LP,"Hong Kong, HONG KONG",XMLP,NYSE,2014-09-24,-,-,$125.0 mil.,"J.P. Morgan, BofA Securities, Citigroup"
1613780,IPO,DBV Technologies S.A.,"Bagneux, FRANCE",DBVT,Nasdaq NM,2014-09-22,23,-,$99.5 mil.,"Citigroup, SVB Leerink, Bryan, Garnier & Co."
1611673,IPO,PES Logistics Partners LP,"Philadelphia, PA",PESL,NYSE,2014-09-22,-,-,$250.0 mil.,"BofA Securities, Credit Suisse"
1539638,IPO,"Triumph Bancorp, Inc.","Dallas, TX",TBK,Nasdaq NM,2014-09-19,14,16,$123.3 mil.,"Sandler, O Neill & Partners, Evercore ISI, Wells Fargo Securities"
1551693,IPO,"Sientra, Inc.","Santa Barbara, CA",SIEN,NYSE,2014-09-19,14,16,$92.0 mil.,"Piper Jaffray, Stifel, SVB Leerink, William Blair & Co."
1612630,IPO,The Joint Corp.,"Scottsdale, AZ",JYNT,Nasdaq NM,2014-09-19,9,11,$34.5 mil.,"Feltl and Company, Inc."
1594124,IPO,"Sky Solar Holdings, Ltd.","Hong Kong, HONG KONG",SKYS,Nasdaq NM,2014-09-18,7,8,$55.2 mil.,"Roth Capital Partners, Northland Capital Markets"
1359931,IPO,"Protara Therapeutics, Inc.","New York, NY",PRTO,Nasdaq NM,2014-09-16,12,14,$75.7 mil.,"Stifel, JMP Securities, Baird, Oppenheimer & Co. Inc."
1588084,IPO,Tantech Holdings Ltd.,"Lishui City, Zhejiang Pr, CHINA",TANH,Nasdaq NM,2014-09-16,4,6,$8.00 mil.,Newbridge Securities Corporation
1598696,IPO,"NeuroDerm, Ltd.","Rehovot, ISRAEL",NDRM,Nasdaq NM,2014-09-15,13,16,$82.8 mil.,"Jefferies, Cowen, Oppenheimer & Co. Inc., Roth Capital Partners"
1617996,IPO,Hanson Building Products Ltd,"Maidenhead, UNITED KINGDOM",,NYSE,2014-09-15,-,-,$100.0 mil.,"BofA Securities, BNP PARIBAS, Deutsche Bank Securities"
1555585,IPO,Energy & Exploration Partners Inc.,"Fort Worth, TX",ENXP,NYSE,2014-09-12,-,-,$400.0 mil.,"Citigroup, Credit Suisse, RBC Capital Markets"
941221,IPO,Israel Chemicals Ltd.,"Tel Aviv, ISRAEL",ICL,NYSE,2014-09-12,-,-,$522.4 mil.,"Morgan Stanley, Deutsche Bank Securities, BMO Capital Markets, Goldman Sachs & Co., Barclays"
1442835,IPO,"Kolltan Pharmaceuticals, Inc.","New Haven, CT",KLTN,Nasdaq NM,2014-09-12,-,-,$86.3 mil.,"SVB Leerink, Stifel, Guggenheim Securities, Janney Montgomery Scott, LLC"
1611647,IPO,"Freshpet, Inc.","Secaucus, NJ",FRPT,Nasdaq NM,2014-09-12,12,14,$167.7 mil.,"Goldman Sachs & Co., Credit Suisse, Baird, Stifel, SunTrust Robinson Humphrey, Canaccord Genuity"
1326730,IPO,"Mevion Medical Systems, Inc.","Littleton, MA",MEVI,Nasdaq NM,2014-09-11,-,-,$69.0 mil.,
1374261,IPO,Virobay Inc,"Menlo Park, CA",VBAY,Nasdaq NM,2014-09-10,12,14,$61.9 mil.,"Piper Jaffray, JMP Securities, Cantor, Summer Street Research Partners"
1582313,IPO,Xenon Pharmaceuticals Inc.,"Burnaby,British Columbia, CANADA",XENE,Nasdaq NM,2014-09-10,10,12,$55.2 mil.,"Jefferies, Wells Fargo Securities, Canaccord Genuity"
1618417,IPO,Arysta LifeScience plc,"Dublin, IRELAND",ARYS,NYSE,2014-09-09,-,-,$100.0 mil.,"Morgan Stanley, J.P. Morgan, Citigroup, Deutsche Bank Securities, HSBC, Nomura Securities, Jefferies, Piper Jaffray, Macquarie Capital , Rabo Securities USA, Inc."
1618673,IPO,Performance Food Group Co,"Richmond, VA",PFGC,NYSE,2014-09-09,22,25,$416.9 mil.,"Credit Suisse, Barclays, Wells Fargo Securities, Morgan Stanley"
1611988,IPO,Fifth Street Asset Management Inc.,"Greenwich, CT",FSAM,Nasdaq NM,2014-09-08,17,-,$117.3 mil.,"Morgan Stanley, J.P. Morgan, Goldman Sachs & Co., RBC Capital Markets, Credit Suisse"
1525769,IPO,"Dave & Buster's Entertainment, Inc.","Dallas, TX",PLAY,Nasdaq NM,2014-09-08,16,18,$121.8 mil.,"Jefferies, Piper Jaffray, William Blair & Co., Raymond James, Stifel, LOYAL3 Securities, Inc."
1613859,IPO,"PRA Health Sciences, Inc.","Raleigh, NC",PRAH,Nasdaq NM,2014-09-08,20,23,$492.1 mil.,"Jefferies, Citigroup, KKR, UBS Investment Bank, Credit Suisse, Wells Fargo Securities, Baird, William Blair & Co."
160448,IPO,Euronav NV,"Antwerpen, BELGIUM",EURN,NYSE,2014-09-08,12.94,-,$201.6 mil.,"Deutsche Bank Securities, Citigroup, J.P. Morgan, Morgan Stanley"
1469166,IPO,"EndoStim, Inc.","St. Louis, MO",STIM,Nasdaq NM,2014-09-05,10,12,$44.2 mil.,"Wedbush PacGrow Life Sciences, Craig-Hallum Capital Group, Roth Capital Partners"
1505155,IPO,"Upland Software, Inc.","Austin, TX",UPLD,Nasdaq NM,2014-09-04,12,14,$61.9 mil.,"William Blair & Co., Raymond James, Canaccord Genuity   , Needham & Company"
1617667,IPO,Neff Corp.,"Miami, FL",NEFF,NYSE,2014-09-03,20,22,$265.0 mil.,"Morgan Stanley, Jefferies, Piper Jaffray, BofA Securities, Wells Fargo Securities"
1501570,IPO,"Veritex Holdings, Inc.","Dallas, TX",VBTX,Nasdaq NM,2014-08-29,12,14,$43.5 mil.,"Sandler, O Neill & Partners, Stephens, Inc., Sterne Agee"
1538990,IPO,STORE Capital Corp.,"Scottsdale, AZ",STOR,NYSE,2014-08-29,17,19,$600.9 mil.,"Goldman Sachs & Co., Credit Suisse, Morgan Stanley"
1613136,IPO,"Enovation Controls, Inc.","Tulsa, OK",ENOV,NYSE,2014-08-29,-,-,$100.0 mil.,"Morgan Stanley, UBS Investment Bank, Piper Jaffray, Baird, Raymond James"
1610682,IPO,USD Partners LP,"Houston, TX",USDP,NYSE,2014-08-29,19,21,$213.7 mil.,"Citigroup, Barington Capital Group, Credit Suisse, BofA Securities, Evercore ISI, BMO Capital Markets, Deutsche Bank Securities, RBC Capital Markets, Janney Montgomery Scott, LLC"
1613665,IPO,"Great Western Bancorp, Inc.","Sioux Falls, SD",GWB,NYSE,2014-08-28,21,24,$441.6 mil.,"Deutsche Bank Securities, BofA Securities"
1581617,IPO,"Rhythm Pharmaceuticals, Inc.","Boston, MA",RYTM,Nasdaq NM,2014-08-27,-,-,$86.3 mil.,"Citigroup, Cowen, Canaccord Genuity   , Oppenheimer & Co. Inc., Cantor"
1557883,IPO,"Dermira, Inc.","Redwood City, CA",DERM,Nasdaq NM,2014-08-27,14,16,$143.8 mil.,"Citigroup, SVB Leerink, Guggenheim Securities, Needham & Company"
1585608,IPO,"Jaguar Health, Inc.","San Francisco, CA",JAGX,Nasdaq NM,2014-08-27,7,-,$51.8 mil.,"Aegis Capital Corp., CRT Capital Group LLC, Feltl and Company, Inc."
1409970,IPO,LendingClub Corp,"San Francisco, CA",LC,NYSE,2014-08-27,12,14,$500.0 mil.,"Morgan Stanley, Goldman Sachs & Co., Citigroup, Allen & Co. Inc., Stifel, BMO Capital Markets, William Blair & Co., Wells Fargo Securities"
1605607,IPO,"Paramount Group, Inc.","New York, NY",PGRE,NYSE,2014-08-27,16,19,$100.0 mil.,"BofA Securities, Morgan Stanley, Wells Fargo Securities"
1494756,IPO,"NeuroSigma, Inc.","Los Angeles, CA",NSIG,Nasdaq NM,2014-08-26,13,15,$61.6 mil.,"Jefferies, BTIG, Craig-Hallum Capital Group"
1607716,IPO,"Vivint Solar, Inc.","Provo, UT",VSLR,NYSE,2014-08-26,16,18,$426.4 mil.,"Goldman Sachs & Co., BofA Securities, Credit Suisse, Citigroup, Morgan Stanley, Deutsche Bank Securities, Barclays"
1509697,IPO,"Civitas Therapeutics, Inc.","Chelsea, MA",CVTS,Nasdaq NM,2014-08-26,14,16,$92.0 mil.,"J.P. Morgan, BofA Securities, Cowen, Oppenheimer & Co. Inc."
1404655,IPO,"HubSpot, Inc.","Cambridge, MA",HUBS,NYSE,2014-08-25,22,24,$138.0 mil.,"Morgan Stanley, J.P. Morgan, UBS Investment Bank, Pacific Crest Securities, Canaccord Genuity   , Raymond James"
